zone,day,rainfallMm,temperatureC,aqi
Puri-Zone1,291,35.2,24.6,184
Puri-Zone1,292,32.2,27.1,176
Puri-Zone1,293,40.8,27.3,168
Puri-Zone1,294,30.7,27.5,183
Puri-Zone1,295,34.3,21.0,183
Puri-Zone1,296,32.7,23.6,173
Puri-Zone1,297,38.4,27.8,162
Puri-Zone1,298,40.0,23.9,171
Puri-Zone1,299,30.7,26.0,152
Puri-Zone1,300,40.6,22.9,164
Puri-Zone1,301,29.4,26.8,139
Puri-Zone1,302,30.8,27.0,150
Puri-Zone1,303,35.8,26.5,144
Puri-Zone1,304,34.3,26.9,188
Puri-Zone1,305,59.2,27.8,153
Puri-Zone1,306,25.7,22.2,161
Puri-Zone1,307,31.7,22.8,182
Puri-Zone1,308,29.9,26.1,191
Puri-Zone1,309,41.5,26.4,174
Puri-Zone1,310,22.5,22.6,179
Puri-Zone1,311,31.6,22.4,178
Puri-Zone1,312,26.5,22.4,192
Puri-Zone1,313,21.7,20.4,176
Puri-Zone1,314,23.7,20.9,182
Puri-Zone1,315,21.1,20.8,179
Puri-Zone1,316,24.1,22.6,156
Puri-Zone1,317,34.1,23.6,186
Puri-Zone1,318,22.6,23.8,213
Puri-Zone1,319,23.2,21.8,168
Puri-Zone1,320,20.4,21.7,198
Puri-Zone1,321,14.3,22.8,176
Puri-Zone1,322,15.3,19.5,190
Puri-Zone1,323,17.9,24.3,208
Puri-Zone1,324,14.8,24.8,180
Puri-Zone1,325,12.8,20.9,190
Puri-Zone1,326,16.1,21.2,160
Puri-Zone1,327,12.9,24.4,180
Puri-Zone1,328,11.5,21.6,162
Puri-Zone1,329,13.4,22.9,196
Puri-Zone1,330,8.9,21.5,205
Puri-Zone1,331,28.1,24.7,174
Puri-Zone1,332,22.5,22.4,186
Puri-Zone1,333,15.8,22.5,182
Puri-Zone1,334,6.9,22.4,206
Puri-Zone1,335,18.0,20.1,188
Puri-Zone1,336,19.2,20.2,155
Puri-Zone1,337,17.7,22.6,200
Puri-Zone1,338,7.0,21.2,189
Puri-Zone1,339,14.3,18.5,170
Puri-Zone1,340,20.4,24.6,177
Puri-Zone1,341,12.9,22.7,161
Puri-Zone1,342,14.3,20.8,170
Puri-Zone1,343,10.9,20.1,193
Puri-Zone1,344,12.0,21.0,194
Puri-Zone1,345,6.3,21.6,200
Puri-Zone1,346,14.2,16.4,189
Puri-Zone1,347,6.7,24.6,184
Puri-Zone1,348,10.6,18.8,191
Puri-Zone1,349,8.8,20.3,186
Puri-Zone1,350,12.3,20.3,166
Puri-Zone1,351,7.1,24.2,183
Puri-Zone1,352,15.4,20.0,201
Puri-Zone1,353,18.7,23.3,209
Puri-Zone1,354,7.4,21.0,204
Puri-Zone1,355,6.9,18.2,218
Puri-Zone1,356,7.3,20.4,195
Puri-Zone1,357,22.8,19.8,208
Puri-Zone1,358,12.0,17.9,221
Puri-Zone1,359,11.0,20.7,165
Puri-Zone1,360,6.9,20.1,198
Puri-Zone1,361,14.4,21.1,190
Puri-Zone1,362,22.2,20.4,176
Puri-Zone1,363,20.1,18.7,191
Puri-Zone1,364,13.9,21.5,190
